Package name,Severity,Version,Fixed in version,Description,CVE ID,Source
libgcrypt20,HIGH,1.8.4-5,,"Libgcrypt before 1.8.8 and 1.9.x before 1.9.3 mishandles ElGamal encryption because it lacks exponent blinding to address a side-channel attack against mpi_powm, and the window size is not chosen appropriately. This, for example, affects use of ElGamal in OpenPGP.",CVE-2021-33560,tykio/tyk-dashboard
libgcrypt20,MEDIUM,1.8.4-5,,"It was discovered that there was a ECDSA timing attack in the libgcrypt20 cryptographic library. Version affected: 1.8.4-5, 1.7.6-2+deb9u3, and 1.6.3-2+deb8u4. Versions fixed: 1.8.5-2 and 1.6.3-2+deb8u7.",CVE-2019-13627,tykio/tyk-dashboard
libgcrypt20,MEDIUM,1.8.4-5,1.8.4-5+deb10u1,"The ElGamal implementation in Libgcrypt before 1.9.4 allows plaintext recovery because, during interaction between two cryptographic libraries, a certain dangerous combination of the prime defined by the receiver's public key, the generator defined by the receiver's public key, and the sender's ephemeral exponents can lead to a cross-configuration attack against OpenPGP.",CVE-2021-40528,tykio/tyk-dashboard
libgmp10,HIGH,2:6.1.2+dfsg-4,2:6.1.2+dfsg-4+deb10u1,"GNU Multiple Precision Arithmetic Library (GMP) through 6.2.1 has an mpz/inp_raw.c integer overflow and resultant buffer overflow via crafted input, leading to a segmentation fault on 32-bit platforms.",CVE-2021-43618,tykio/tyk-dashboard
libgnutls30,CRITICAL,3.6.7-4+deb10u5,3.6.7-4+deb10u7,A flaw was found in gnutls. A use after free issue in client sending key_share extension may lead to memory corruption and other consequences.,CVE-2021-20231,tykio/tyk-dashboard
libgnutls30,CRITICAL,3.6.7-4+deb10u5,3.6.7-4+deb10u7,A flaw was found in gnutls. A use after free issue in client_send_params in lib/ext/pre_shared_key.c may lead to memory corruption and other potential consequences.,CVE-2021-20232,tykio/tyk-dashboard
libgnutls30,HIGH,3.6.7-4+deb10u5,3.6.7-4+deb10u7,"An issue was discovered in GnuTLS before 3.6.15. A server can trigger a NULL pointer dereference in a TLS 1.3 client if a no_renegotiation alert is sent with unexpected timing, and then an invalid second handshake occurs. The crash happens in the application's error handling path, where the gnutls_deinit function is called after detecting a handshake failure.",CVE-2020-24659,tykio/tyk-dashboard
libgnutls30,HIGH,3.6.7-4+deb10u5,3.6.7-4+deb10u9,A vulnerability found in gnutls. This security flaw happens because of a double free error occurs during verification of pkcs7 signatures in gnutls_pkcs7_verify function.,CVE-2022-2509,tykio/tyk-dashboard
libgnutls30,HIGH,3.6.7-4+deb10u5,3.6.7-4+deb10u10,"A timing side-channel in the handling of RSA ClientKeyExchange messages was discovered in GnuTLS. This side-channel can be sufficient to recover the key encrypted in the RSA ciphertext across a network in a Bleichenbacher style attack. To achieve a successful decryption the attacker would need to send a large amount of specially crafted messages to the vulnerable server. By recovering the secret from the ClientKeyExchange message, the attacker would be able to decrypt the application data exchanged over that connection.",CVE-2023-0361,tykio/tyk-dashboard
libgnutls30,HIGH,3.6.7-4+deb10u5,3.6.7-4+deb10u12,"A vulnerability was found in GnuTLS. The response times to malformed ciphertexts in RSA-PSK ClientKeyExchange differ from the response times of ciphertexts with correct PKCS#1 v1.5 padding. This issue may allow a remote attacker to perform a timing side-channel attack in the RSA-PSK key exchange, potentially leading to the leakage of sensitive data. CVE-2024-0553 is designated as an incomplete resolution for CVE-2023-5981.",CVE-2024-0553,tykio/tyk-dashboard
libgnutls30,MEDIUM,3.6.7-4+deb10u5,3.6.7-4+deb10u9,"A NULL pointer dereference flaw was found in GnuTLS. As Nettle's hash update functions internally call memcpy, providing zero-length input may cause undefined behavior. This flaw leads to a denial of service after authentication in rare circumstances.",CVE-2021-4209,tykio/tyk-dashboard
libgnutls30,MEDIUM,3.6.7-4+deb10u5,3.6.7-4+deb10u11,A vulnerability was found that the response times to malformed ciphertexts in RSA-PSK ClientKeyExchange differ from response times of ciphertexts with correct PKCS#1 v1.5 padding.,CVE-2023-5981,tykio/tyk-dashboard
libgnutls30,MEDIUM,3.6.7-4+deb10u5,,"A flaw was found in GnuTLS, which relies on libtasn1 for ASN.1 data processing. Due to an inefficient algorithm in libtasn1, decoding certain DER-encoded certificate data can take excessive time, leading to increased resource consumption. This flaw allows a remote attacker to send a specially crafted certificate, causing GnuTLS to become unresponsive or slow, resulting in a denial-of-service condition.",CVE-2024-12243,tykio/tyk-dashboard
libgssapi-krb5-2,CRITICAL,1.17-3+deb10u1,,"In MIT Kerberos 5 (aka krb5) before 1.21.3, an attacker can cause invalid memory reads during GSS message token handling by sending message tokens with invalid length fields.",CVE-2024-37371,tykio/tyk-dashboard
libgssapi-krb5-2,HIGH,1.17-3+deb10u1,1.17-3+deb10u2,ec_verify in kdc/kdc_preauth_ec.c in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.18.4 and 1.19.x before 1.19.2 allows remote attackers to cause a NULL pointer dereference and daemon crash. This occurs because a return value is not properly managed in a certain situation.,CVE-2021-36222,tykio/tyk-dashboard
libgssapi-krb5-2,HIGH,1.17-3+deb10u1,1.17-3+deb10u5,"PAC parsing in MIT Kerberos 5 (aka krb5) before 1.19.4 and 1.20.x before 1.20.1 has integer overflows that may lead to remote code execution (in KDC, kadmind, or a GSS or Kerberos application server) on 32-bit platforms (which have a resultant heap-based buffer overflow), and cause a denial of service on other platforms. This occurs in krb5_pac_parse in lib/krb5/krb/pac.c. Heimdal before 7.7.1 has ""a similar bug.""",CVE-2022-42898,tykio/tyk-dashboard
libgssapi-krb5-2,HIGH,1.17-3+deb10u1,,"In MIT Kerberos 5 (aka krb5) before 1.21.3, an attacker can modify the plaintext Extra Count field of a confidential GSS krb5 wrap token, causing the unwrapped token to appear truncated to the application.",CVE-2024-37370,tykio/tyk-dashboard
libgssapi-krb5-2,MEDIUM,1.17-3+deb10u1,1.17-3+deb10u3,The Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.18.5 and 1.19.x before 1.19.3 has a NULL pointer dereference in kdc/do_tgs_req.c via a FAST inner body that lacks a server field.,CVE-2021-37750,tykio/tyk-dashboard
libgssapi-krb5-2,MEDIUM,1.17-3+deb10u1,1.17-3+deb10u6,lib/kadm5/kadm_rpc_xdr.c in MIT Kerberos 5 (aka krb5) before 1.20.2 and 1.21.x before 1.21.1 frees an uninitialized pointer. A remote authenticated user can trigger a kadmind crash. This occurs because _xdr_kadm5_principal_ent_rec does not validate the relationship between n_key_data and the key_data array count.,CVE-2023-36054,tykio/tyk-dashboard
libgssapi-krb5-2,MEDIUM,1.17-3+deb10u1,,"A flaw was found in krb5. With incremental propagation enabled, an authenticated attacker can cause kadmind to write beyond the end of the mapped region for the iprop log file. This issue can trigger a process crash and lead to a denial of service.",CVE-2025-24528,tykio/tyk-dashboard
libgssapi-krb5-2,LOW,1.17-3+deb10u1,,"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_key_data"" in kadmin/dbutil/dump.c that can store 16-bit data but unknowingly the developer has assigned a ""u4"" variable to it, which is for 32-bit data. An attacker can use this vulnerability to affect other artifacts of the database as we know that a Kerberos database dump file contains trusted data.",CVE-2018-5709,tykio/tyk-dashboard
libgssapi-krb5-2,LOW,1.17-3+deb10u1,,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c.,CVE-2024-26458,tykio/tyk-dashboard
libgssapi-krb5-2,LOW,1.17-3+deb10u1,,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sealv3.c.,CVE-2024-26461,tykio/tyk-dashboard
libhogweed4,HIGH,3.4.1-1,3.4.1-1+deb10u1,"A flaw was found in Nettle in versions before 3.7.2, where several Nettle signature verification functions (GOST DSA, EDDSA & ECDSA) result in the Elliptic Curve Cryptography point (ECC) multiply function being called with out-of-range scalers, possibly resulting in incorrect results. This flaw allows an attacker to force an invalid signature, causing an assertion failure or possible validation. The highest threat to this vulnerability is to confidentiality, integrity, as well as system availability.",CVE-2021-20305,tykio/tyk-dashboard
libhogweed4,HIGH,3.4.1-1,3.4.1-1+deb10u1,A flaw was found in the way nettle's RSA decryption functions handled specially crafted ciphertext. An attacker could use this flaw to provide a manipulated ciphertext leading to application crash and denial of service.,CVE-2021-3580,tykio/tyk-dashboard
libidn2-0,HIGH,2.0.5-1+deb10u1,,"GNU libidn2 before 2.2.0 fails to perform the roundtrip checks specified in RFC3490 Section 4.2 when converting A-labels to U-labels. This makes it possible in some circumstances for one domain to impersonate another. By creating a malicious domain that matches a target domain except for the inclusion of certain punycoded Unicode characters (that would be discarded when converted first to a Unicode label and then back to an ASCII label), arbitrary domains can be impersonated.",CVE-2019-12290,tykio/tyk-dashboard
libk5crypto3,CRITICAL,1.17-3+deb10u1,,"In MIT Kerberos 5 (aka krb5) before 1.21.3, an attacker can cause invalid memory reads during GSS message token handling by sending message tokens with invalid length fields.",CVE-2024-37371,tykio/tyk-dashboard
libk5crypto3,HIGH,1.17-3+deb10u1,1.17-3+deb10u2,ec_verify in kdc/kdc_preauth_ec.c in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.18.4 and 1.19.x before 1.19.2 allows remote attackers to cause a NULL pointer dereference and daemon crash. This occurs because a return value is not properly managed in a certain situation.,CVE-2021-36222,tykio/tyk-dashboard
libk5crypto3,HIGH,1.17-3+deb10u1,1.17-3+deb10u5,"PAC parsing in MIT Kerberos 5 (aka krb5) before 1.19.4 and 1.20.x before 1.20.1 has integer overflows that may lead to remote code execution (in KDC, kadmind, or a GSS or Kerberos application server) on 32-bit platforms (which have a resultant heap-based buffer overflow), and cause a denial of service on other platforms. This occurs in krb5_pac_parse in lib/krb5/krb/pac.c. Heimdal before 7.7.1 has ""a similar bug.""",CVE-2022-42898,tykio/tyk-dashboard
libk5crypto3,HIGH,1.17-3+deb10u1,,"In MIT Kerberos 5 (aka krb5) before 1.21.3, an attacker can modify the plaintext Extra Count field of a confidential GSS krb5 wrap token, causing the unwrapped token to appear truncated to the application.",CVE-2024-37370,tykio/tyk-dashboard
libk5crypto3,MEDIUM,1.17-3+deb10u1,1.17-3+deb10u3,The Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.18.5 and 1.19.x before 1.19.3 has a NULL pointer dereference in kdc/do_tgs_req.c via a FAST inner body that lacks a server field.,CVE-2021-37750,tykio/tyk-dashboard
libk5crypto3,MEDIUM,1.17-3+deb10u1,1.17-3+deb10u6,lib/kadm5/kadm_rpc_xdr.c in MIT Kerberos 5 (aka krb5) before 1.20.2 and 1.21.x before 1.21.1 frees an uninitialized pointer. A remote authenticated user can trigger a kadmind crash. This occurs because _xdr_kadm5_principal_ent_rec does not validate the relationship between n_key_data and the key_data array count.,CVE-2023-36054,tykio/tyk-dashboard
libk5crypto3,MEDIUM,1.17-3+deb10u1,,"A flaw was found in krb5. With incremental propagation enabled, an authenticated attacker can cause kadmind to write beyond the end of the mapped region for the iprop log file. This issue can trigger a process crash and lead to a denial of service.",CVE-2025-24528,tykio/tyk-dashboard
libk5crypto3,LOW,1.17-3+deb10u1,,"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_key_data"" in kadmin/dbutil/dump.c that can store 16-bit data but unknowingly the developer has assigned a ""u4"" variable to it, which is for 32-bit data. An attacker can use this vulnerability to affect other artifacts of the database as we know that a Kerberos database dump file contains trusted data.",CVE-2018-5709,tykio/tyk-dashboard
libk5crypto3,LOW,1.17-3+deb10u1,,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c.,CVE-2024-26458,tykio/tyk-dashboard
libk5crypto3,LOW,1.17-3+deb10u1,,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sealv3.c.,CVE-2024-26461,tykio/tyk-dashboard
libkrb5-3,CRITICAL,1.17-3+deb10u1,,"In MIT Kerberos 5 (aka krb5) before 1.21.3, an attacker can cause invalid memory reads during GSS message token handling by sending message tokens with invalid length fields.",CVE-2024-37371,tykio/tyk-dashboard
libkrb5-3,HIGH,1.17-3+deb10u1,1.17-3+deb10u2,ec_verify in kdc/kdc_preauth_ec.c in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.18.4 and 1.19.x before 1.19.2 allows remote attackers to cause a NULL pointer dereference and daemon crash. This occurs because a return value is not properly managed in a certain situation.,CVE-2021-36222,tykio/tyk-dashboard
libkrb5-3,HIGH,1.17-3+deb10u1,1.17-3+deb10u5,"PAC parsing in MIT Kerberos 5 (aka krb5) before 1.19.4 and 1.20.x before 1.20.1 has integer overflows that may lead to remote code execution (in KDC, kadmind, or a GSS or Kerberos application server) on 32-bit platforms (which have a resultant heap-based buffer overflow), and cause a denial of service on other platforms. This occurs in krb5_pac_parse in lib/krb5/krb/pac.c. Heimdal before 7.7.1 has ""a similar bug.""",CVE-2022-42898,tykio/tyk-dashboard
libkrb5-3,HIGH,1.17-3+deb10u1,,"In MIT Kerberos 5 (aka krb5) before 1.21.3, an attacker can modify the plaintext Extra Count field of a confidential GSS krb5 wrap token, causing the unwrapped token to appear truncated to the application.",CVE-2024-37370,tykio/tyk-dashboard
libkrb5-3,MEDIUM,1.17-3+deb10u1,1.17-3+deb10u3,The Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.18.5 and 1.19.x before 1.19.3 has a NULL pointer dereference in kdc/do_tgs_req.c via a FAST inner body that lacks a server field.,CVE-2021-37750,tykio/tyk-dashboard
libkrb5-3,MEDIUM,1.17-3+deb10u1,1.17-3+deb10u6,lib/kadm5/kadm_rpc_xdr.c in MIT Kerberos 5 (aka krb5) before 1.20.2 and 1.21.x before 1.21.1 frees an uninitialized pointer. A remote authenticated user can trigger a kadmind crash. This occurs because _xdr_kadm5_principal_ent_rec does not validate the relationship between n_key_data and the key_data array count.,CVE-2023-36054,tykio/tyk-dashboard
libkrb5-3,MEDIUM,1.17-3+deb10u1,,"A flaw was found in krb5. With incremental propagation enabled, an authenticated attacker can cause kadmind to write beyond the end of the mapped region for the iprop log file. This issue can trigger a process crash and lead to a denial of service.",CVE-2025-24528,tykio/tyk-dashboard
libkrb5-3,LOW,1.17-3+deb10u1,,"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_key_data"" in kadmin/dbutil/dump.c that can store 16-bit data but unknowingly the developer has assigned a ""u4"" variable to it, which is for 32-bit data. An attacker can use this vulnerability to affect other artifacts of the database as we know that a Kerberos database dump file contains trusted data.",CVE-2018-5709,tykio/tyk-dashboard
libkrb5-3,LOW,1.17-3+deb10u1,,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c.,CVE-2024-26458,tykio/tyk-dashboard
libkrb5-3,LOW,1.17-3+deb10u1,,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sealv3.c.,CVE-2024-26461,tykio/tyk-dashboard
libkrb5support0,CRITICAL,1.17-3+deb10u1,,"In MIT Kerberos 5 (aka krb5) before 1.21.3, an attacker can cause invalid memory reads during GSS message token handling by sending message tokens with invalid length fields.",CVE-2024-37371,tykio/tyk-dashboard
libkrb5support0,HIGH,1.17-3+deb10u1,1.17-3+deb10u2,ec_verify in kdc/kdc_preauth_ec.c in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.18.4 and 1.19.x before 1.19.2 allows remote attackers to cause a NULL pointer dereference and daemon crash. This occurs because a return value is not properly managed in a certain situation.,CVE-2021-36222,tykio/tyk-dashboard
libkrb5support0,HIGH,1.17-3+deb10u1,1.17-3+deb10u5,"PAC parsing in MIT Kerberos 5 (aka krb5) before 1.19.4 and 1.20.x before 1.20.1 has integer overflows that may lead to remote code execution (in KDC, kadmind, or a GSS or Kerberos application server) on 32-bit platforms (which have a resultant heap-based buffer overflow), and cause a denial of service on other platforms. This occurs in krb5_pac_parse in lib/krb5/krb/pac.c. Heimdal before 7.7.1 has ""a similar bug.""",CVE-2022-42898,tykio/tyk-dashboard
libkrb5support0,HIGH,1.17-3+deb10u1,,"In MIT Kerberos 5 (aka krb5) before 1.21.3, an attacker can modify the plaintext Extra Count field of a confidential GSS krb5 wrap token, causing the unwrapped token to appear truncated to the application.",CVE-2024-37370,tykio/tyk-dashboard
libkrb5support0,MEDIUM,1.17-3+deb10u1,1.17-3+deb10u3,The Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.18.5 and 1.19.x before 1.19.3 has a NULL pointer dereference in kdc/do_tgs_req.c via a FAST inner body that lacks a server field.,CVE-2021-37750,tykio/tyk-dashboard
libkrb5support0,MEDIUM,1.17-3+deb10u1,1.17-3+deb10u6,lib/kadm5/kadm_rpc_xdr.c in MIT Kerberos 5 (aka krb5) before 1.20.2 and 1.21.x before 1.21.1 frees an uninitialized pointer. A remote authenticated user can trigger a kadmind crash. This occurs because _xdr_kadm5_principal_ent_rec does not validate the relationship between n_key_data and the key_data array count.,CVE-2023-36054,tykio/tyk-dashboard
libkrb5support0,MEDIUM,1.17-3+deb10u1,,"A flaw was found in krb5. With incremental propagation enabled, an authenticated attacker can cause kadmind to write beyond the end of the mapped region for the iprop log file. This issue can trigger a process crash and lead to a denial of service.",CVE-2025-24528,tykio/tyk-dashboard
libkrb5support0,LOW,1.17-3+deb10u1,,"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_key_data"" in kadmin/dbutil/dump.c that can store 16-bit data but unknowingly the developer has assigned a ""u4"" variable to it, which is for 32-bit data. An attacker can use this vulnerability to affect other artifacts of the database as we know that a Kerberos database dump file contains trusted data.",CVE-2018-5709,tykio/tyk-dashboard
libkrb5support0,LOW,1.17-3+deb10u1,,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c.,CVE-2024-26458,tykio/tyk-dashboard
libkrb5support0,LOW,1.17-3+deb10u1,,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sealv3.c.,CVE-2024-26461,tykio/tyk-dashboard
libldap-2.4-2,CRITICAL,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u7,"In OpenLDAP 2.x before 2.5.12 and 2.6.x before 2.6.2, a SQL injection vulnerability exists in the experimental back-sql backend to slapd, via a SQL statement within an LDAP query. This can occur during an LDAP search operation when the search filter is processed, due to a lack of proper escaping.",CVE-2022-29155,tykio/tyk-dashboard
libldap-2.4-2,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"An integer underflow was discovered in OpenLDAP before 2.4.57 leading to slapd crashes in the Certificate Exact Assertion processing, resulting in denial of service (schema_init.c serialNumberAndIssuerCheck).",CVE-2020-36221,tykio/tyk-dashboard
libldap-2.4-2,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in OpenLDAP before 2.4.57 leading to an assertion failure in slapd in the saslAuthzTo validation, resulting in denial of service.",CVE-2020-36222,tykio/tyk-dashboard
libldap-2.4-2,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in OpenLDAP before 2.4.57 leading to a slapd crash in the Values Return Filter control handling, resulting in denial of service (double free and out-of-bounds read).",CVE-2020-36223,tykio/tyk-dashboard
libldap-2.4-2,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in OpenLDAP before 2.4.57 leading to an invalid pointer free and slapd crash in the saslAuthzTo processing, resulting in denial of service.",CVE-2020-36224,tykio/tyk-dashboard
libldap-2.4-2,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in OpenLDAP before 2.4.57 leading to a double free and slapd crash in the saslAuthzTo processing, resulting in denial of service.",CVE-2020-36225,tykio/tyk-dashboard
libldap-2.4-2,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in OpenLDAP before 2.4.57 leading to a memch->bv_len miscalculation and slapd crash in the saslAuthzTo processing, resulting in denial of service.",CVE-2020-36226,tykio/tyk-dashboard
libldap-2.4-2,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in OpenLDAP before 2.4.57 leading to an infinite loop in slapd with the cancel_extop Cancel operation, resulting in denial of service.",CVE-2020-36227,tykio/tyk-dashboard
libldap-2.4-2,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"An integer underflow was discovered in OpenLDAP before 2.4.57 leading to a slapd crash in the Certificate List Exact Assertion processing, resulting in denial of service.",CVE-2020-36228,tykio/tyk-dashboard
libldap-2.4-2,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in ldap_X509dn2bv in OpenLDAP before 2.4.57 leading to a slapd crash in the X.509 DN parsing in ad_keystring, resulting in denial of service.",CVE-2020-36229,tykio/tyk-dashboard
libldap-2.4-2,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in OpenLDAP before 2.4.57 leading in an assertion failure in slapd in the X.509 DN parsing in decode.c ber_next_element, resulting in denial of service.",CVE-2020-36230,tykio/tyk-dashboard
libldap-2.4-2,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u6,"In OpenLDAP through 2.4.57 and 2.5.x through 2.5.1alpha, an assertion failure in slapd can occur in the issuerAndThisUpdateCheck function via a crafted packet, resulting in a denial of service (daemon exit) via a short timestamp. This is related to schema_init.c and checkTime.",CVE-2021-27212,tykio/tyk-dashboard
libldap-2.4-2,HIGH,2.4.47+dfsg-3+deb10u4,,A vulnerability was found in openldap. This security flaw causes a null pointer dereference in ber_memalloc_x() function.,CVE-2023-2953,tykio/tyk-dashboard
libldap-2.4-2,LOW,2.4.47+dfsg-3+deb10u4,,"The nss_parse_ciphers function in libraries/libldap/tls_m.c in OpenLDAP does not properly parse OpenSSL-style multi-keyword mode cipher strings, which might cause a weaker than intended cipher to be used and allow remote attackers to have unspecified impact via unknown vectors.",CVE-2015-3276,tykio/tyk-dashboard
libldap-2.4-2,LOW,2.4.47+dfsg-3+deb10u4,,"slapd in OpenLDAP 2.4.45 and earlier creates a PID file after dropping privileges to a non-root account, which might allow local users to kill arbitrary processes by leveraging access to this non-root account for PID file modification before a root script executes a ""kill `cat /pathname`"" command, as demonstrated by openldap-initscript.",CVE-2017-14159,tykio/tyk-dashboard
libldap-2.4-2,LOW,2.4.47+dfsg-3+deb10u4,,"contrib/slapd-modules/nops/nops.c in OpenLDAP through 2.4.45, when both the nops module and the memberof overlay are enabled, attempts to free a buffer that was allocated on the stack, which allows remote attackers to cause a denial of service (slapd crash) via a member MODDN operation.",CVE-2017-17740,tykio/tyk-dashboard
libldap-2.4-2,LOW,2.4.47+dfsg-3+deb10u4,,"libldap in certain third-party OpenLDAP packages has a certificate-validation flaw when the third-party package is asserting RFC6125 support. It considers CN even when there is a non-matching subjectAltName (SAN). This is fixed in, for example, openldap-2.4.46-10.el8 in Red Hat Enterprise Linux.",CVE-2020-15719,tykio/tyk-dashboard
libldap-common,CRITICAL,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u7,"In OpenLDAP 2.x before 2.5.12 and 2.6.x before 2.6.2, a SQL injection vulnerability exists in the experimental back-sql backend to slapd, via a SQL statement within an LDAP query. This can occur during an LDAP search operation when the search filter is processed, due to a lack of proper escaping.",CVE-2022-29155,tykio/tyk-dashboard
libldap-common,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"An integer underflow was discovered in OpenLDAP before 2.4.57 leading to slapd crashes in the Certificate Exact Assertion processing, resulting in denial of service (schema_init.c serialNumberAndIssuerCheck).",CVE-2020-36221,tykio/tyk-dashboard
libldap-common,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in OpenLDAP before 2.4.57 leading to an assertion failure in slapd in the saslAuthzTo validation, resulting in denial of service.",CVE-2020-36222,tykio/tyk-dashboard
libldap-common,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in OpenLDAP before 2.4.57 leading to a slapd crash in the Values Return Filter control handling, resulting in denial of service (double free and out-of-bounds read).",CVE-2020-36223,tykio/tyk-dashboard
libldap-common,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in OpenLDAP before 2.4.57 leading to an invalid pointer free and slapd crash in the saslAuthzTo processing, resulting in denial of service.",CVE-2020-36224,tykio/tyk-dashboard
libldap-common,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in OpenLDAP before 2.4.57 leading to a double free and slapd crash in the saslAuthzTo processing, resulting in denial of service.",CVE-2020-36225,tykio/tyk-dashboard
libldap-common,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in OpenLDAP before 2.4.57 leading to a memch->bv_len miscalculation and slapd crash in the saslAuthzTo processing, resulting in denial of service.",CVE-2020-36226,tykio/tyk-dashboard
libldap-common,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in OpenLDAP before 2.4.57 leading to an infinite loop in slapd with the cancel_extop Cancel operation, resulting in denial of service.",CVE-2020-36227,tykio/tyk-dashboard
libldap-common,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"An integer underflow was discovered in OpenLDAP before 2.4.57 leading to a slapd crash in the Certificate List Exact Assertion processing, resulting in denial of service.",CVE-2020-36228,tykio/tyk-dashboard
libldap-common,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in ldap_X509dn2bv in OpenLDAP before 2.4.57 leading to a slapd crash in the X.509 DN parsing in ad_keystring, resulting in denial of service.",CVE-2020-36229,tykio/tyk-dashboard
libldap-common,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in OpenLDAP before 2.4.57 leading in an assertion failure in slapd in the X.509 DN parsing in decode.c ber_next_element, resulting in denial of service.",CVE-2020-36230,tykio/tyk-dashboard
libldap-common,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u6,"In OpenLDAP through 2.4.57 and 2.5.x through 2.5.1alpha, an assertion failure in slapd can occur in the issuerAndThisUpdateCheck function via a crafted packet, resulting in a denial of service (daemon exit) via a short timestamp. This is related to schema_init.c and checkTime.",CVE-2021-27212,tykio/tyk-dashboard
libldap-common,HIGH,2.4.47+dfsg-3+deb10u4,,A vulnerability was found in openldap. This security flaw causes a null pointer dereference in ber_memalloc_x() function.,CVE-2023-2953,tykio/tyk-dashboard
libldap-common,LOW,2.4.47+dfsg-3+deb10u4,,"The nss_parse_ciphers function in libraries/libldap/tls_m.c in OpenLDAP does not properly parse OpenSSL-style multi-keyword mode cipher strings, which might cause a weaker than intended cipher to be used and allow remote attackers to have unspecified impact via unknown vectors.",CVE-2015-3276,tykio/tyk-dashboard
libldap-common,LOW,2.4.47+dfsg-3+deb10u4,,"slapd in OpenLDAP 2.4.45 and earlier creates a PID file after dropping privileges to a non-root account, which might allow local users to kill arbitrary processes by leveraging access to this non-root account for PID file modification before a root script executes a ""kill `cat /pathname`"" command, as demonstrated by openldap-initscript.",CVE-2017-14159,tykio/tyk-dashboard
